,Unnamed: 0,category,tech1,description,fit,title,also_buy,image,tech2,brand,feature,rank,also_view,details,main_cat,similar_item,date,price,asin
43,434,,,"[""Liquid Latex Fashions manufactures liquid latex body paint in a variety of colors, these body paints are made with the highest quality of FDA approved ingredients. Because our product is made with FDA approved ingredients this body paint is safe for adults and children over the age of 12 years old. Our product will not stain your skin and will not rub off on your clothing.Best of all it will not take hours to remove off of your skin, you will simply peel off the paint when you are finished.Liquid Latex Fashions will ship worldwide and offers Express and Ground shipping through UPS.Our Liquid Latex Face and Body Paint is perfect for making or enhancing that head turning one of a kind Halloween Costume.Once dried our Liquid Latex Face and Body Paint will not run, smudge or rub off like other make-up used for costuming so you can wear it under your clothing.Liquid Latex Face and Body Paint is also an excellent choice for showing support for your favorite sports team at the next big game, children's face painting parties, fetish wear, mask making, silk screening, comic book/Sci-Fi and movie conventions, zombie or witch make-up, fake wounds, fake blood, SFX make-up, latex replicas from plaster castings and molds and anything else you can imagine.Liquid latex is Ammonia Free and dries in about a minute.This means less fumes and less time to wait for your finished outlook.Liquid latex can act as a liquid mask or barrier for your cuticles to make the perfect manicure.Just simply paint our latex around your nails and wait for it to dry.Once the liquid latex dries, you are able to paint your nails without a mess because the latex peels right off! Use liquid latex anywhere on your body and it will act like a rubber glove on your skin.Don't worry, your skin will still be able to breathe under the latex.When you're done with the latex, you can simply peel off the liquid latex or after an extended amount of time, it will naturally peel off""]",,Liquid Latex Fashions Ammonia Free Liquid Latex Body Paint - 32oz Blue,['B00FAT8N46'],"['https://images-na.ssl-images-amazon.com/images/I/41Fuzu2yEpL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51z1HklJ-WL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bW-UeQ9iL._SS40_.jpg']",,Liquid Latex Fashions,,"573,214 in Beauty & Personal Care (","['B07DLD2FXL', 'B0042ZBQJI', 'B0042Z74VM', 'B000H6W2GW', 'B07BLYQS77', 'B004XDJ3GM', 'B00RGG1IRA', 'B01D1XEMJM', 'B00FASUQU6', 'B00R1WPIRU', 'B00YQBYO1K', 'B0078WO61C', 'B00A2W39B8', 'B004XDMLAW', 'B07532QVC5', 'B075G1QVG4', 'B00767NS5Y', 'B00872857I', 'B074F1Q7G3', 'B0042Z8DXA', 'B00O971DVA']","{'Shipping Weight:': '1.3 pounds (', 'ASIN: ': 'B004XICGAM', 'UPC:': '811832011085'}",All Beauty,,,$16.99,B004XICGAM
44,435,,,"[""Liquid Latex Fashions manufactures liquid latex body paint in a variety of colors, these body paints are made with the highest quality of FDA approved ingredients. Because our product is made with FDA approved ingredients this body paint is safe for adults and children over the age of 12 years old. Our product will not stain your skin and will not rub off on your clothing.Best of all it will not take hours to remove off of your skin, you will simply peel off the paint when you are finished.Liquid Latex Fashions will ship worldwide and offers Express and Ground shipping through UPS.Our Liquid Latex Face and Body Paint is perfect for making or enhancing that head turning one of a kind Halloween Costume.Once dried our Liquid Latex Face and Body Paint will not run, smudge or rub off like other make-up used for costuming so you can wear it under your clothing.Liquid Latex Face and Body Paint is also an excellent choice for showing support for your favorite sports team at the next big game, children's face painting parties, fetish wear, mask making, silk screening, comic book/Sci-Fi and movie conventions, zombie or witch make-up, fake wounds, fake blood, SFX make-up, latex replicas from plaster castings and molds and anything else you can imagine.Liquid latex is Ammonia Free and dries in about a minute.This means less fumes and less time to wait for your finished outlook.Liquid latex can act as a liquid mask or barrier for your cuticles to make the perfect manicure.Just simply paint our latex around your nails and wait for it to dry.Once the liquid latex dries, you are able to paint your nails without a mess because the latex peels right off! Use liquid latex anywhere on your body and it will act like a rubber glove on your skin.Don't worry, your skin will still be able to breathe under the latex.When you're done with the latex, you can simply peel off the liquid latex or after an extended amount of time, it will naturally peel off""]",,Liquid Latex Fashions Ammonia Free Liquid Latex Body Paint - 32oz Clear,['B00YQBYO1K'],"['https://images-na.ssl-images-amazon.com/images/I/41jCpEalThL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-a7leuhdL._SS40_.jpg']",,Liquid Latex Fashions,,"639,540 in Beauty & Personal Care (","['B006GDB518', 'B01MXC04NU', 'B01D9DDX94']","{'\n    Product Dimensions: \n    ': '3 x 3 x 3 inches ; 2.2 pounds', 'Shipping Weight:': '2.2 pounds (', 'ASIN: ': 'B004XIILNI', 'UPC:': '885204657546 811832011115', 'Item model number:': '011115'}",All Beauty,,,$21.99,B004XIILNI
45,439,,,"['Liquid Latex Fashions manufactures liquid latex body paint in a variety of colors, these body paints are made with the highest quality of FDA approved ingredients. Because our product is made with FDA approved ingredients this body paint is safe for adults and children over the age of 6 years old. Our product will not stain your skin and will not rub off on your clothing. Best of all it will not take hours to remove off of your skin, you will simply peel off the paint when you are finished. Liquid Latex Fashions will ship worldwide and offers Express and Ground shipping through UPS. Because we are the manufacturer we are able to mix custom colors and provide the technical assistance that you may need in creating your custom costumes and designs, you can reach us at 1.888.774.7246.']",,Ammonia Free Liquid Latex Body Paint - 32oz Metallic Blue,['B00FAT8N46'],"['https://images-na.ssl-images-amazon.com/images/I/41Fuzu2yEpL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518678zqf-L._SS40_.jpg']",,Liquid Latex Fashions,,"853,898 in Beauty & Personal Care (",,"{'\n    Item Weight: \n    ': '1.1 pounds', 'Shipping Weight:': '1.1 pounds (', 'ASIN: ': 'B004XVNKOU', 'UPC:': '885213968008 811832011306', 'Item model number:': '011306'}",All Beauty,,,$16.99,B004XVNKOU
46,443,,,"['<b> Prevent Underarms Wetness </b><br>', ""Hollywood Fashion Tape Garment Shields prevents embarrassing underarm wetness and protects fabrics from permanent stains. Each pack contains 10 disposable apparel shields that are self-adhesive disposable apparel shields that'll help you stay away from underarm wetness and will keeps your underarms odor-free. It also helps you save on your laundry bills. These're made from soft fabric and are comfortable to wear."", 'These are moisture-wicking quick dry pads that provide a protective shield to your clothing and prevents underarm wetness.']",,Hollywood Fashion Tape Garment Shields - 10 ct,['B003J5Y4MI'],,,Hollywood Fashion Tape,,"164,412 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '4 x 1 x 1 inches', 'Shipping Weight:': '0.8 ounces (', 'ASIN: ': 'B004XXKIGQ', 'UPC:': '816431000119 816431000645', 'Item model number:': 'HFS-104'}",All Beauty,,,$10.00,B004XXKIGQ
47,448,,,"['Maximize the effects of full body treatments with the DUKAL Body Toaster Spa Wrap. The durable and thermal Body Toaster will capture body heat, using the advanced Mylar material, creating a heated environment to intensify any body treatment! The Body Toaster uses no electricity, is energy efficient, and environmentally friendly!']",,Dukal Body Toaster Spa Wrap - Latex Free (52&rdquo; x 84&rdquo;),['B00CWL3HDC'],['https://images-na.ssl-images-amazon.com/images/I/411tBLU2VuL._SS40_.jpg'],,Spa Wrap,,"761,773 in Beauty & Personal Care (",,"{'Shipping Weight:': '1.6 ounces (', 'ASIN: ': 'B0050U2Y54', 'UPC:': '665973006383 883873603925 887735896777 764007184605', 'Item model number:': '900105'}",All Beauty,,,$4.49,B0050U2Y54
48,453,,,"[""These are our magnum opus of lip color - it's the one thing we put on when we've got a cocktail party or black tie event. This 4-hour, longwearing lip color leaves a semi-matte cream finish in one stroke. Glides on easily with rich, velvety color that doesn't cake, feather, or bleed. Made with hydrating skin-care ingredients: Hyaluronic Microspheres provide extraordinary adhesion to lips, an exclusive polymer complex offers cushion-like feel and texture, and natural marine plant extracts coenzyme Q10 and vitamins A &amp; E help smooth lips.""]",,"wet n wild Megalast Lip Color, Coral-ine, 0.11 Fluid Ounce",['B005GMY86O'],['https://images-na.ssl-images-amazon.com/images/I/41H-tam1sJL._SS40_.jpg'],,wet 'n wild,,"534,094 in Beauty & Personal Care (","['B07BYG5T52', 'B01I9TK4FY', 'B07FCV46CX', 'B00LYOYXOU', 'B01I9TKPA8', 'B00H9EMZD0', 'B00WTOEY66', 'B01N6S76BY', 'B00D3KXNNU', 'B01I9TKWCY']","{'\n    Product Dimensions: \n    ': '0.8 x 0.8 x 3 inches ; 0.64 ounces', 'Shipping Weight:': '3.2 ounces (', 'Domestic Shipping: ': 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'International Shipping: ': 'This item can be shipped to select countries outside of the U.S.', 'ASIN: ': 'B0051TSNB8', 'UPC:': '077802590947 796433535690', 'Item model number:': '909D'}",All Beauty,,,$4.99,B0051TSNB8
49,459,,,"['Helps define & detangle curls to minimize breakage from combing Formulated with wheat protein & organic aloe Helps expand wet hair & retract dry hair to intensify curls & regulate frizz Contains organic baobab & babassu oil & macadamia nut to seal, soften & hydrate hair Infused with guar bean & plant-derived cellulose to durably maintain curly styles Conveys a delicate invigorating citrus & floral scent Leaves hair supple without being crunchy & easier styling']",,Aveda Be Curly Style Prep - 100ml/3.4oz,['B008SC3V4O'],,,Aveda,,"187,313 in Beauty & Personal Care (","['B004M6GTHQ', 'B01N6EWAM7', 'B004YKS3A6', 'B016YSAU2O', 'B076H1P2T6', 'B076H338D5', 'B00CHH1XAK', 'B00KDJ817C', 'B010C3E10O', 'B076H3JTM3', 'B01N8VK9RM', 'B00K7A3CO4', 'B001H3NDSA', 'B003ZKJASA', 'B0083IVKGY', 'B016YSAXHG', 'B017LZQAZ0', 'B00BSG0S5W', 'B076H3DGWC', 'B07HKD6VNS', 'B00FU5FY0G', 'B01LMN1GA6', 'B01NCOEYET', 'B076GWSM18', 'B00CJFFOZU', 'B01LTIAU6A', 'B005LA5H5M', 'B00157HYUG', 'B000H0Y4TG', 'B01N7R4701', 'B00HEPARN4', 'B01MFH8BH7', 'B002KQ7E9M', 'B076TCZ9QY', 'B07BSYYCYS', 'B076TFR34S']","{'\n    Product Dimensions: \n    ': '8 x 4 x 4 inches ; 3.36 ounces', 'Shipping Weight:': '5.6 ounces', 'ASIN: ': 'B0053OTNOW', 'UPC:': '145138688208 827133062695 827186901644 827137774211 885410094388 887157575571 827166729343 885150767566 827114057634 827150752364 827119896979 666674827925 827117664150 122013743443 710069222557 827117855381 827147076947 880147372266', 'Item model number:': '122013743443'}",All Beauty,,,,B0053OTNOW
50,466,,,"['This convenient jumbo sized lip pencil creates exact color application with twist up ease so you never have to sharpen. The pigment rich color glides on effortlessly and easily to provide long lasting matte color. The enriched vitamin A, C and E formula moisturizes and hydrates lips for beautiful healthy looking lips.']",,"e.l.f. Matte Lip Color, Tea Rose, 0.05 OZ","['B00GW51XFS', 'B00592MLTC', 'B00GW557GE']",,,e.l.f.,,"82,052 in Beauty & Personal Care (","['B076687SXP', 'B00O17YIM4', 'B075LGD2GB', 'B00FOGYWK4', 'B01N0UXLSA', 'B079JW1BLM', 'B00853EEXI', 'B07BTNCRD9', 'B00BEWP23I', 'B00BEWQGE2', 'B07BXJNFTY', 'B00BEWPTGI', 'B00D3KXNNU', 'B00BEWT2ZC', 'B002B4RPLA', 'B00BEWOG4O', 'B01NA015NG', 'B01F2PDK5Y', 'B016H3MR04', 'B01F2PA7WS', 'B01N9TKZBM', 'B01JPLKJA0', 'B01B2FO00M', 'B00S8KD4OI', 'B07CL8HQT9', 'B01GNFZZHI', 'B00B58DLY8', 'B00EU89CKC', 'B074G8WC8W', 'B00P7CNZZI', 'B072K72FPK', 'B07C3T2S7T', 'B075JPTHS4', 'B00GW51EUM', 'B009WI3ZGC', 'B01JQ09GJ0', 'B07666CLXT', 'B07CBQ9ZR5', 'B01D1DSIHY', 'B00O17NITI', 'B075KNHTQQ', 'B01N47AY8Q', 'B01N4I3GYV', 'B00BA6E4YQ', 'B01D1DSMFM', 'B00AO7ABB2', 'B07GY5SZXW', 'B07BYG5T52', 'B01MR03LTD', 'B00BEWRUTM', 'B07H3TG8LF']","{'\n    Product Dimensions: \n    ': '0.8 x 1.2 x 6.9 inches ; 1.28 ounces', 'Shipping Weight:': '0.8 ounces (', 'Domestic Shipping: ': 'Item can be shipped within U.S.', 'International Shipping: ': 'This item can be shipped to select countries outside of the U.S.', 'ASIN: ': 'B0058H0GA4', 'UPC:': '781549693068 609332824638 784190039209 798813231543 883351468114', 'Item model number:': '82463', 'Discontinued by manufacturer:': 'Yes'}",All Beauty,,,$3.00,B0058H0GA4
51,468,,,"['This convenient jumbo sized lip pencil creates exact color application with twist up ease so you never have to sharpen. The pigment rich color glides on effortlessly and easily to provide long lasting matte color. The enriched vitamin A, C and E formula moisturizes and hydrates lips for beautiful healthy looking lips.']",,"e.l.f. Matte Lip Color, Coral, 0.06 Ounce","['B0058H0GA4', 'B00GW51XFS', 'B00GW557GE', 'B00GW4X500']","['https://images-na.ssl-images-amazon.com/images/I/41Bs1kJg-EL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kgtiLY3vL._SS40_.jpg']",,e.l.f.,,"404,815 in Beauty & Personal Care (","['B01N6L9JBV', 'B075LGD2GB', 'B013YPW8MA', 'B01N0UXLSA', 'B076687SXP', 'B016H3MR04', 'B076658QCN', 'B079JW1BLM', 'B00O17YIM4', 'B00EU89CKC', 'B00D3KXNNU', 'B00BEWQGE2', 'B01N8UBBEH', 'B00853EEXI', 'B00BEWPTGI', 'B00BEWP23I', 'B00D3L2FCE', 'B00FOGYWK4', 'B076HBGW7S', 'B07CBQ9ZR5', 'B013ZW8RAE', 'B009WI3ZGC', 'B075JPTHS4', 'B07KZ4S53Y', 'B07H55TXK9', 'B079ZMNZML', 'B01MQHIH68', 'B07BXJNFTY', 'B07D2GW4GH', 'B07DHFSV61', 'B073PDRT6Y', 'B00B58DLY8', 'B07BMTYSMR', 'B018WCSZWM', 'B00FORNVGO', 'B07CL8HQT9', 'B0746KNG5X', 'B07D1HLX91', 'B07666CLXT', 'B00BEWLLVU', 'B07KWFS8WG', 'B06XJ7VJWR', 'B01MUFTCP1', 'B07FD34BM8', 'B073VN6YKH', 'B07F25WF9G', 'B07KWTC85S', 'B078MC3RPM', 'B07F22VFWT', 'B07CBPCBWD', 'B07KF35LJB']","{'\n    Product Dimensions: \n    ': '0.8 x 1.2 x 6.9 inches', 'Shipping Weight:': '0.2 ounces (', 'Domestic Shipping: ': 'Item can be shipped within U.S.', 'International Shipping: ': 'This item can be shipped to select countries outside of the U.S.', 'ASIN: ': 'B00592MLTC', 'UPC:': '787734712583 609332824614 796433685678 793379148144', 'Item model number:': '82461'}",All Beauty,,,$4.46,B00592MLTC
52,471,,,['SH HARD AS NAILS TOUGH CHICK'],,"Sally Hansen Hard as Nails Nail Polish, Tough Chick 0.45 oz","['B005CHEFWK', 'B005CHEIOU']",,,Sally Hansen,,"488,887 in Beauty & Personal Care (","['B07KS2SKVF', 'B07JW86CQT', 'B007BMNZFM', 'B07L9RZD5H', 'B00QYU7QG6', 'B07328RNY1', 'B07BNWKSWD', 'B005CHEFWK', 'B07JC9XZRD', 'B005CHEH78', 'B005CHEFSE', 'B004LXOOLI', 'B00CO5Z3G0', 'B07KTBXT8H']","{'\n    Product Dimensions: \n    ': '3.3 x 1.2 x 0.8 inches', 'Shipping Weight:': '1.6 ounces', 'ASIN: ': 'B005CHEGF6', 'UPC:': '074170382341', 'Item model number:': '30072856014'}",All Beauty,,,,B005CHEGF6
53,472,,,['SH HARD AS NAILS TON OF BRICKS'],,Sally Hansen Hard as Nails Color - Ton of Bricks,['B005CHEGF6'],"['https://images-na.ssl-images-amazon.com/images/I/41UkShCJzLL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41AVW-KNd%2BL._SS40_.jpg']",,Sally Hansen,,"810,295 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '3.2 x 1.2 x 0.8 inches', 'Shipping Weight:': '1.6 ounces (', 'ASIN: ': 'B005CHEIOU', 'UPC:': '074170382532', 'Item model number:': '30072856033', 'Discontinued by manufacturer:': 'Yes'}",All Beauty,,,$2.68,B005CHEIOU
54,473,,,['SH HARD AS NAILS SOLID AS ROCK'],,"Sally Hansen Hard as Nails Color, Solid as A Rock, 0.45 Fluid Ounce",['B005CHEGF6'],,,Sally Hansen,,"506,934 in Beauty & Personal Care (","['B07BNWKSWD', 'B07328RNY1', 'B007BMNZFM', 'B07JW86CQT', 'B01JOKX2TC', 'B07KS2SKVF', 'B07J229DRG', 'B018F4IH16', 'B07M5JL1K8', 'B005CHEH4Q', 'B07KYWHGKR', 'B00QJUXZ4I', 'B005CHEH64', 'B005CHEIS6', 'B004G7XZTG', 'B07JC9XZRD', 'B001DYJ544', 'B005CHEGF6', 'B01JOKX3MI', 'B00CO5Z3G0', 'B005CHEHY6', 'B07L9RZD5H', 'B01I9TKRME', 'B07J5PWXNQ', 'B005CHEH78', 'B00QYU7QG6', 'B007BMNZX4', 'B005CHEHUK']","{'\n    Product Dimensions: \n    ': '3.2 x 0.8 x 1.2 inches ; 1.6 ounces', 'Shipping Weight:': '1.6 ounces', 'ASIN: ': 'B005CHEFWK', 'UPC:': '074170382327', 'Item model number:': '30072856012'}",All Beauty,,,,B005CHEFWK
